focus,eye_ori_x,eye_ori_y,eye_ori_z,head_x,head_y,head_z,exp_id,gender,age,game_exp,vr_exp
FocusIn,-0.868903,-0.1802576,-0.4609614,-13.09631,10.00659,9.305738,User_7,2,2,2,1
FocusIn,-0.8310486,-0.3474362,-0.434298,-13.09079,10.00494,9.297248,User_7,2,2,2,1
FocusIn,-0.822899,-0.2030529,-0.5306581,-13.06803,10.00244,9.271456,User_7,2,2,2,1
FocusIn,-0.8227789,-0.2048769,-0.5301431,-13.06786,10.00239,9.271541,User_7,2,2,2,1
FocusIn,-0.8897346,-0.1372549,-0.435326,-13.09538,10.00581,9.332792,User_7,2,2,2,1
FocusIn,-0.8966138,-0.1855947,-0.4020033,-13.06401,10.00139,9.271461,User_7,2,2,2,1
FocusIn,-0.8917187,-0.1953686,-0.40822,-13.06362,10.00128,9.271284,User_7,2,2,2,1
FocusIn,-0.8878747,-0.1959956,-0.4162162,-13.06531,10.00083,9.272237,User_7,2,2,2,1
FocusIn,-0.880787,-0.1800842,-0.437921,-13.0884,10.00404,9.321256,User_7,2,2,2,1
FocusIn,-0.8923615,-0.1795328,-0.4140705,-13.08304,10.00225,9.304469,User_7,2,2,2,1
FocusIn,-0.8899201,-0.181741,-0.4183233,-13.08327,10.00213,9.302126,User_7,2,2,2,1
FocusIn,-0.890306,-0.1863564,-0.4154609,-13.07373,10.00104,9.282768,User_7,2,2,2,1
FocusIn,-0.8895702,-0.1934592,-0.4137779,-13.08903,10.00375,9.313442,User_7,2,2,2,1
FocusIn,-0.891616,-0.1875077,-0.4121016,-13.08641,10.00392,9.306881,User_7,2,2,2,1
FocusIn,-0.9016177,-0.07012456,-0.4267795,-13.0959,10.00608,9.32268,User_7,2,2,2,1
FocusIn,-0.8988606,-0.08676066,-0.4295493,-13.10363,10.01027,9.329916,User_7,2,2,2,1
FocusIn,-0.6915471,-0.211023,-0.6907976,-13.09019,10.00468,9.299409,User_7,2,2,2,1
FocusIn,-0.5313078,-0.2897537,-0.7960786,-13.09425,10.0016,9.296912,User_7,2,2,2,1
FocusIn,-0.8096364,-0.2505283,-0.5307682,-13.08932,10.00881,9.295948,User_7,2,2,2,1
FocusIn,-0.8889447,-0.2241496,-0.3994092,-13.08895,10.00941,9.294787,User_7,2,2,2,1
FocusIn,-0.9430215,-0.1575189,-0.2930485,-13.07375,10.00769,9.264054,User_7,2,2,2,1
FocusIn,-0.9453744,-0.1616751,-0.2830445,-13.0727,10.00821,9.263685,User_7,2,2,2,1
FocusIn,-0.9434247,-0.1684274,-0.2856115,-13.0728,10.00791,9.265469,User_7,2,2,2,1
FocusIn,-0.9716817,-0.1330017,-0.1952403,-13.10337,10.01222,9.327316,User_7,2,2,2,1
FocusIn,-0.9853314,-0.04752473,-0.1638443,-13.08478,10.00651,9.282242,User_7,2,2,2,1
FocusIn,-0.8343692,-0.1252663,-0.5367562,-13.08977,10.01097,9.304064,User_7,2,2,2,1
FocusIn,-0.8821097,-0.03434035,-0.4697861,-13.08803,10.01279,9.304864,User_7,2,2,2,1
FocusIn,-0.8230385,-0.2031198,-0.530421,-13.0747,10.01,9.27314,User_7,2,2,2,1
FocusIn,-0.8226003,-0.2313462,-0.5194138,-13.07324,10.01084,9.274082,User_7,2,2,2,1
FocusIn,-0.9440499,-0.2599438,-0.2028937,-13.0914,10.00828,9.302595,User_7,2,2,2,1
FocusIn,-0.8196555,-0.3862575,-0.4230132,-13.06687,10.01384,9.287079,User_7,2,2,2,1
FocusIn,-0.8535826,-0.3256339,-0.406604,-13.09241,10.00988,9.313819,User_7,2,2,2,1
FocusIn,-0.8240451,-0.226731,-0.5191614,-13.09564,10.00855,9.3414,User_7,2,2,2,1
FocusIn,-0.8576578,-0.2846924,-0.428198,-13.07824,9.996811,9.288782,User_7,2,2,2,1
FocusIn,-0.8682626,-0.2843589,-0.4065022,-13.06841,9.997216,9.271599,User_7,2,2,2,1
FocusIn,-0.868338,-0.2841479,-0.4064888,-13.06839,9.997238,9.271617,User_7,2,2,2,1
