focus,eye_ori_x,eye_ori_y,eye_ori_z,head_x,head_y,head_z,exp_id,gender,age,game_exp,vr_exp
FocusIn,-0.8583636,-0.1619515,-0.4867831,-12.04866,9.689428,8.196427,User_11,1,2,4,2
FocusIn,-0.8451695,-0.1625313,-0.5091721,-12.05015,9.689027,8.199107,User_11,1,2,4,2
FocusIn,-0.9770309,-0.1896646,0.09709761,-12.04558,9.686358,8.155699,User_11,1,2,4,2
FocusIn,-0.9219546,-0.3521548,-0.1611134,-12.05272,9.685666,8.199802,User_11,1,2,4,2
FocusIn,-0.9532596,-0.2466221,-0.1745325,-12.05032,9.685987,8.193779,User_11,1,2,4,2
FocusIn,-0.993471,-0.08376528,-0.07741023,-12.0498,9.689505,8.19866,User_11,1,2,4,2
FocusIn,-0.9935796,-0.09083135,-0.06734677,-12.04968,9.689786,8.204813,User_11,1,2,4,2
FocusIn,-0.9991144,0.03063206,0.02864554,-12.04277,9.695057,8.190496,User_11,1,2,4,2
FocusIn,-0.9965217,0.07344984,0.03935665,-12.04458,9.694682,8.19521,User_11,1,2,4,2
FocusIn,-0.9951785,0.0899614,0.03883079,-12.04223,9.696021,8.166409,User_11,1,2,4,2
FocusIn,-0.9936866,0.05777068,-0.09601374,-12.03716,9.698213,8.169649,User_11,1,2,4,2
FocusIn,-0.9947432,0.06299444,-0.08054145,-12.03575,9.697603,8.193722,User_11,1,2,4,2
FocusIn,-0.9945967,0.06551193,-0.08050478,-12.03542,9.697583,8.197737,User_11,1,2,4,2
FocusIn,-0.9410862,-0.04128628,-0.3356282,-12.04595,9.691598,8.232977,User_11,1,2,4,2
FocusIn,-0.941107,-0.04128158,-0.3355706,-12.04594,9.691596,8.232982,User_11,1,2,4,2
FocusIn,-0.9953669,-0.005339279,-0.09594412,-12.02985,9.697011,8.231194,User_11,1,2,4,2
FocusIn,-0.9960021,-0.0326471,-0.08306583,-12.03279,9.699018,8.171392,User_11,1,2,4,2
FocusIn,-0.9112343,-0.1313372,-0.3903474,-12.02515,9.697418,8.232551,User_11,1,2,4,2
FocusIn,-0.929257,-0.1395312,-0.3420381,-12.02843,9.697005,8.23005,User_11,1,2,4,2
FocusIn,-0.8878673,-0.1698721,-0.4275614,-12.02105,9.698934,8.226973,User_11,1,2,4,2
FocusIn,-0.8816444,-0.1659328,-0.4417478,-12.02291,9.696226,8.21929,User_11,1,2,4,2
FocusIn,-0.8291451,-0.1617174,-0.5351128,-12.0217,9.698068,8.226826,User_11,1,2,4,2
FocusIn,-0.8491259,-0.1610915,-0.5030019,-12.01874,9.698711,8.227066,User_11,1,2,4,2
FocusIn,-0.8989618,-0.2167268,-0.3806436,-12.02116,9.690215,8.196814,User_11,1,2,4,2
FocusIn,-0.9366884,-0.2540111,0.2409581,-12.02845,9.687724,8.162789,User_11,1,2,4,2
FocusIn,-0.9514626,-0.1139937,0.2858448,-12.03062,9.686433,8.163268,User_11,1,2,4,2
FocusIn,-0.958939,-0.2046262,-0.196344,-12.01457,9.693824,8.165592,User_11,1,2,4,2
FocusIn,-0.9687543,-0.2138966,-0.1254821,-12.02361,9.691821,8.165395,User_11,1,2,4,2
FocusIn,-0.9966514,-0.07795033,0.02429742,-12.0243,9.691846,8.167701,User_11,1,2,4,2
FocusIn,-0.9966261,-0.07556112,0.0319217,-12.02468,9.691928,8.170798,User_11,1,2,4,2
FocusIn,-0.9787053,0.0207145,0.2041687,-12.02515,9.694101,8.174518,User_11,1,2,4,2
FocusIn,-0.994565,0.01019615,0.1034616,-12.02117,9.6945,8.194011,User_11,1,2,4,2
FocusIn,-0.9090759,-0.3880294,0.1516486,-12.03749,9.689768,8.165512,User_11,1,2,4,2
FocusIn,-0.9390358,-0.2831125,0.195057,-12.03128,9.689628,8.224318,User_11,1,2,4,2
FocusIn,-0.9410584,-0.3168796,0.1182034,-12.0358,9.689076,8.226337,User_11,1,2,4,2
FocusIn,-0.980085,-0.1982259,0.01053525,-12.04532,9.692642,8.227356,User_11,1,2,4,2
FocusIn,-0.9631644,-0.03573512,-0.2664926,-12.04332,9.700078,8.234014,User_11,1,2,4,2
FocusIn,-0.9969192,0.07777632,-0.008450168,-12.04437,9.699842,8.203163,User_11,1,2,4,2
FocusIn,-0.9854833,0.1344468,0.103524,-12.04535,9.699741,8.201716,User_11,1,2,4,2
FocusIn,-0.9667674,-0.07965595,-0.2428873,-12.02841,9.700028,8.227166,User_11,1,2,4,2
FocusIn,-0.9627675,-0.08211096,-0.2575388,-12.02905,9.7003,8.217367,User_11,1,2,4,2
FocusIn,-0.8690315,-0.09859461,-0.4848149,-12.01666,9.706724,8.16572,User_11,1,2,4,2
