focus,eye_ori_x,eye_ori_y,eye_ori_z,head_x,head_y,head_z,exp_id,gender,age,game_exp,vr_exp
FocusIn,-0.9877017,0.1270142,-0.09112533,-14.16851,8.108274,9.829817,User_13,1,3,4,2
FocusIn,-0.9934691,0.1121979,-0.0201111,-15.41716,6.216506,11.15793,User_13,1,3,4,2
FocusIn,0.6568669,0.04757014,-0.7524812,-13.01757,9.752614,9.274935,User_13,1,3,4,2
FocusIn,0.8167007,-0.02204674,-0.576615,-13.0069,9.753781,9.286335,User_13,1,3,4,2
FocusIn,0.7328944,0.001366611,-0.6803201,-13.00251,9.755681,9.297379,User_13,1,3,4,2
FocusIn,0.1861248,0.1011403,-0.9772985,-13.02635,9.760959,9.277324,User_13,1,3,4,2
FocusIn,0.1845245,0.1012062,-0.9775951,-13.02634,9.760968,9.2773,User_13,1,3,4,2
FocusIn,0.07375948,0.160423,-0.9842727,-13.04023,9.758787,9.264138,User_13,1,3,4,2
FocusIn,0.07276326,0.160552,-0.9843258,-13.04025,9.758803,9.264156,User_13,1,3,4,2
FocusIn,0.1850239,0.1041454,-0.9771873,-13.0264,9.762069,9.27658,User_13,1,3,4,2
FocusIn,0.1188962,0.1319265,-0.9840937,-13.02616,9.761588,9.273178,User_13,1,3,4,2
FocusIn,0.1179996,0.1322255,-0.9841614,-13.02615,9.761618,9.273209,User_13,1,3,4,2
FocusIn,0.1034058,0.1517984,-0.9829767,-13.04689,9.760338,9.265198,User_13,1,3,4,2
FocusIn,0.09526682,0.2192735,-0.9709939,-13.05165,9.764834,9.276498,User_13,1,3,4,2
FocusIn,0.1001514,0.2234481,-0.9695461,-13.05542,9.764688,9.275911,User_13,1,3,4,2
FocusIn,0.100201,0.2235566,-0.969516,-13.05548,9.764697,9.275975,User_13,1,3,4,2
FocusIn,0.09594586,0.2222492,-0.9702452,-13.05628,9.764798,9.276419,User_13,1,3,4,2
FocusIn,0.09045577,0.2222376,-0.9707814,-13.05554,9.765072,9.277358,User_13,1,3,4,2
FocusIn,0.1253127,0.2254753,-0.9661492,-13.06673,9.766639,9.27588,User_13,1,3,4,2
FocusIn,0.1533728,0.1984932,-0.9680218,-13.05391,9.768374,9.282153,User_13,1,3,4,2
FocusIn,0.1282755,0.2145485,-0.9682464,-13.05318,9.767838,9.280121,User_13,1,3,4,2
FocusIn,0.1284381,0.2145812,-0.9682176,-13.0532,9.767821,9.280099,User_13,1,3,4,2
FocusIn,0.1337157,0.2177549,-0.9667905,-13.06521,9.766468,9.276178,User_13,1,3,4,2
FocusIn,0.1338269,0.2176867,-0.9667904,-13.06523,9.766457,9.276146,User_13,1,3,4,2
FocusIn,0.1289243,0.2192398,-0.9671093,-13.06897,9.765932,9.274061,User_13,1,3,4,2
FocusIn,0.146336,0.200245,-0.9687414,-13.05646,9.767259,9.278324,User_13,1,3,4,2
FocusIn,0.1463088,0.2002723,-0.9687398,-13.05649,9.767252,9.278287,User_13,1,3,4,2
FocusIn,0.2865439,0.007054202,-0.9580343,-13.07522,9.763954,9.26972,User_13,1,3,4,2
FocusIn,0.3259028,-0.07744522,-0.942209,-13.0605,9.765087,9.274477,User_13,1,3,4,2
FocusIn,0.4816783,-0.0864198,-0.8720694,-13.08847,9.760972,9.260186,User_13,1,3,4,2
FocusIn,0.3046429,-0.09985129,-0.9472159,-13.09824,9.760221,9.250061,User_13,1,3,4,2
FocusIn,0.2967152,-0.09834725,-0.9498774,-13.10502,9.759535,9.246999,User_13,1,3,4,2
FocusIn,0.2898716,-0.09588079,-0.9522462,-13.10594,9.759387,9.24663,User_13,1,3,4,2
FocusIn,0.2948886,-0.09441926,-0.9508446,-13.10484,9.759498,9.247239,User_13,1,3,4,2
FocusIn,0.2861675,-0.09452964,-0.9534915,-13.10473,9.759648,9.24754,User_13,1,3,4,2
FocusIn,0.2948882,-0.1115474,-0.9489918,-13.10472,9.760404,9.250854,User_13,1,3,4,2
FocusIn,0.2950494,-0.1115365,-0.9489431,-13.1047,9.760402,9.250889,User_13,1,3,4,2
FocusIn,0.2977678,-0.1089142,-0.9483877,-13.10427,9.760462,9.251269,User_13,1,3,4,2
FocusIn,0.2954863,-0.1098778,-0.9489905,-13.10251,9.760685,9.252522,User_13,1,3,4,2
FocusIn,0.2958235,-0.1098069,-0.9488937,-13.10248,9.760692,9.252573,User_13,1,3,4,2
FocusIn,0.30959,-0.1003767,-0.9455492,-13.10119,9.761548,9.254567,User_13,1,3,4,2
FocusIn,0.3101047,-0.0914923,-0.946275,-13.10123,9.761764,9.254349,User_13,1,3,4,2
FocusIn,0.4036736,-0.01438462,-0.9147799,-13.07313,9.764288,9.272896,User_13,1,3,4,2
FocusIn,0.4345827,0.02535477,-0.9002593,-13.0611,9.765139,9.280301,User_13,1,3,4,2
FocusIn,0.6672853,-0.1432122,-0.7308947,-13.06004,9.761388,9.246924,User_13,1,3,4,2
FocusIn,0.5967268,-0.1332965,-0.7912894,-13.08578,9.760267,9.231152,User_13,1,3,4,2
FocusIn,0.460331,-0.00882118,-0.8876958,-13.06261,9.763364,9.244383,User_13,1,3,4,2
FocusIn,0.4594198,0.04032916,-0.8872908,-13.07035,9.763096,9.246922,User_13,1,3,4,2
FocusIn,0.2632236,0.1072234,-0.9587546,-13.0671,9.764274,9.252079,User_13,1,3,4,2
FocusIn,0.1972817,0.1518609,-0.9685022,-13.09422,9.761605,9.235705,User_13,1,3,4,2
FocusIn,0.2274664,0.1455707,-0.9628303,-13.0865,9.763108,9.243,User_13,1,3,4,2
FocusIn,0.2265874,0.1464676,-0.9629015,-13.08662,9.763165,9.243133,User_13,1,3,4,2
FocusIn,0.2553668,0.09629582,-0.9620207,-13.06338,9.766232,9.259255,User_13,1,3,4,2
FocusIn,0.2212464,0.1349867,-0.9658128,-13.08178,9.764575,9.247881,User_13,1,3,4,2
FocusIn,0.2383592,0.1177478,-0.9639995,-13.07733,9.765287,9.252192,User_13,1,3,4,2
FocusIn,0.2422579,0.1307426,-0.9613436,-13.06949,9.766705,9.260074,User_13,1,3,4,2
FocusIn,0.1714668,0.1867345,-0.9673188,-13.08539,9.764912,9.251671,User_13,1,3,4,2
FocusIn,0.1714827,0.1862945,-0.9674008,-13.08546,9.764839,9.251709,User_13,1,3,4,2
FocusIn,0.1655755,0.1980508,-0.9660951,-13.09975,9.763442,9.244996,User_13,1,3,4,2
FocusIn,0.1602462,0.199675,-0.9666601,-13.10026,9.76332,9.245779,User_13,1,3,4,2
FocusIn,0.1768633,0.1883294,-0.9660442,-13.09345,9.764514,9.251543,User_13,1,3,4,2
FocusIn,0.2096211,0.1522844,-0.9658344,-13.07115,9.766835,9.266586,User_13,1,3,4,2
FocusIn,0.2096004,0.1525341,-0.9657995,-13.07112,9.766873,9.266738,User_13,1,3,4,2
FocusIn,0.1993001,0.1587001,-0.9669936,-13.07453,9.766501,9.264655,User_13,1,3,4,2
FocusIn,0.1994435,0.1586443,-0.9669731,-13.07456,9.766496,9.264702,User_13,1,3,4,2
FocusIn,0.1948504,0.1620897,-0.9673401,-13.07758,9.766202,9.262797,User_13,1,3,4,2
FocusIn,0.1493592,0.1854384,-0.9712299,-13.08417,9.76506,9.256848,User_13,1,3,4,2
FocusIn,0.1580051,0.2102903,-0.9647799,-13.10007,9.764032,9.248315,User_13,1,3,4,2
FocusIn,0.1629117,0.1946942,-0.9672251,-13.09284,9.764705,9.253697,User_13,1,3,4,2
FocusIn,0.2062592,0.1592156,-0.9654513,-13.07405,9.766316,9.26706,User_13,1,3,4,2
FocusIn,0.1427882,0.2076827,-0.9677117,-13.09011,9.764484,9.255716,User_13,1,3,4,2
FocusIn,0.1229798,0.2148724,-0.9688538,-13.09898,9.763643,9.250479,User_13,1,3,4,2
FocusIn,0.1222037,0.2146355,-0.9690045,-13.09904,9.76356,9.25071,User_13,1,3,4,2
FocusIn,0.1165601,0.2207776,-0.9683195,-13.10112,9.763397,9.249997,User_13,1,3,4,2
FocusIn,0.1572285,0.198165,-0.9674622,-13.10106,9.764301,9.254156,User_13,1,3,4,2
FocusIn,0.1569433,0.1984196,-0.9674563,-13.1011,9.764307,9.254206,User_13,1,3,4,2
FocusIn,0.1778291,0.1780348,-0.9678094,-13.08981,9.765405,9.261889,User_13,1,3,4,2
FocusIn,0.1776985,0.1781714,-0.9678082,-13.0898,9.765382,9.261977,User_13,1,3,4,2
FocusIn,0.1910101,0.1717074,-0.9664342,-13.08204,9.766053,9.266644,User_13,1,3,4,2
FocusIn,0.1910757,0.1718112,-0.9664028,-13.08206,9.766064,9.266668,User_13,1,3,4,2
FocusIn,0.1519583,0.2116288,-0.9654565,-13.10263,9.764409,9.253825,User_13,1,3,4,2
FocusIn,0.1518186,0.2117549,-0.9654509,-13.10266,9.764414,9.253859,User_13,1,3,4,2
FocusIn,0.1832764,0.1756756,-0.9672292,-13.08258,9.766145,9.267589,User_13,1,3,4,2
FocusIn,0.1445836,0.199868,-0.969079,-13.09338,9.765181,9.261399,User_13,1,3,4,2
FocusIn,0.09947371,0.2173879,-0.970985,-13.10149,9.76463,9.25701,User_13,1,3,4,2
FocusIn,0.2094036,0.1827935,-0.960587,-13.06943,9.768614,9.278858,User_13,1,3,4,2
FocusIn,0.1493159,0.2241287,-0.9630373,-13.09728,9.767281,9.264274,User_13,1,3,4,2
FocusIn,0.1650914,0.2175591,-0.9619817,-13.09397,9.767879,9.266942,User_13,1,3,4,2
FocusIn,0.1643442,0.2173903,-0.9621477,-13.09397,9.767909,9.267003,User_13,1,3,4,2
FocusIn,0.1863251,0.2023261,-0.9614212,-13.08618,9.768581,9.271056,User_13,1,3,4,2
FocusIn,0.1830996,0.2310374,-0.9555509,-13.06004,9.771009,9.284678,User_13,1,3,4,2
FocusIn,0.1203566,0.3060644,-0.944361,-13.10768,9.769511,9.262854,User_13,1,3,4,2
FocusIn,0.1085279,0.3203923,-0.9410403,-13.10953,9.7693,9.261681,User_13,1,3,4,2
FocusIn,0.1068761,0.3142473,-0.9432909,-13.10982,9.769226,9.261092,User_13,1,3,4,2
FocusIn,0.1067757,0.3139997,-0.9433848,-13.10984,9.769231,9.261075,User_13,1,3,4,2
FocusIn,0.08896501,0.3176022,-0.9440337,-13.11015,9.768906,9.259595,User_13,1,3,4,2
FocusIn,0.3747061,0.01705161,-0.926984,-13.07526,9.771567,9.291525,User_13,1,3,4,2
FocusIn,0.3190601,0.1297901,-0.9387949,-13.08812,9.770378,9.282494,User_13,1,3,4,2
FocusIn,0.1563554,-0.02417878,-0.9873963,-13.05935,9.768873,9.276091,User_13,1,3,4,2
FocusIn,0.2917039,0.1195404,-0.9489951,-13.08779,9.774151,9.291101,User_13,1,3,4,2
FocusIn,0.1369559,-0.03471642,-0.9899511,-13.05069,9.768827,9.269319,User_13,1,3,4,2
