focus,eye_ori_x,eye_ori_y,eye_ori_z,head_x,head_y,head_z,exp_id,gender,age,game_exp,vr_exp
FocusIn,-0.8673195,-0.4591062,-0.1922747,-13.26551,9.980597,9.382104,User_10,2,2,1,1
FocusIn,-0.9341164,-0.2267706,-0.2756403,-13.26288,10.00101,9.3632,User_10,2,2,1,1
FocusIn,-0.8169525,-0.5116123,-0.2661119,-13.2739,10.01017,9.324047,User_10,2,2,1,1
FocusIn,-0.9011151,-0.3500398,-0.2558382,-13.27617,10.00981,9.323412,User_10,2,2,1,1
FocusIn,-0.953573,-0.1319697,-0.2706591,-13.27031,10.00304,9.347455,User_10,2,2,1,1
FocusIn,-0.9408668,-0.1610499,-0.2980002,-13.26808,9.996655,9.374186,User_10,2,2,1,1
FocusIn,-0.9600813,-0.02549661,-0.2785369,-13.24967,10.0138,9.314796,User_10,2,2,1,1
FocusIn,-0.9098585,-0.2840422,-0.3024258,-13.26027,10.00001,9.366651,User_10,2,2,1,1
FocusIn,-0.7873884,-0.560771,-0.2559595,-13.26556,9.998687,9.372211,User_10,2,2,1,1
FocusIn,-0.9369012,-0.0430001,-0.3469076,-13.25823,9.997878,9.37442,User_10,2,2,1,1
FocusIn,-0.9769434,0.05211746,-0.2069838,-13.21677,10.01971,9.323213,User_10,2,2,1,1
FocusIn,-0.9384964,-0.1440086,-0.313767,-13.23586,10.00959,9.350629,User_10,2,2,1,1
FocusIn,-0.9646193,-0.08825328,-0.2483734,-13.23085,10.01818,9.319014,User_10,2,2,1,1
FocusIn,-0.9404323,-0.2113315,-0.2663154,-13.24033,10.00141,9.379712,User_10,2,2,1,1
FocusIn,-0.9464263,-0.22799,-0.2286719,-13.22591,10.01888,9.317559,User_10,2,2,1,1
FocusIn,-0.9208781,-0.2716459,-0.2796156,-13.22483,10.01888,9.318509,User_10,2,2,1,1
FocusIn,-0.9372522,0.1662011,-0.3064457,-13.22853,10.01244,9.322835,User_10,2,2,1,1
FocusIn,-0.9547921,-0.1389233,-0.2627965,-13.22786,10.00284,9.358009,User_10,2,2,1,1
FocusIn,-0.9668778,-0.06802183,-0.2459806,-13.19216,10.01806,9.327806,User_10,2,2,1,1
FocusIn,-0.9422948,-0.1438154,-0.3023119,-13.2105,10.01337,9.322874,User_10,2,2,1,1
FocusIn,-0.9408761,-0.149984,-0.3036991,-13.21064,10.01157,9.329936,User_10,2,2,1,1
FocusIn,-0.940753,-0.1501519,-0.3039971,-13.21051,10.01155,9.33001,User_10,2,2,1,1
FocusIn,-0.8873221,-0.3490699,-0.3013285,-13.22386,9.995814,9.382305,User_10,2,2,1,1
FocusIn,-0.9325181,-0.2067889,-0.2960466,-13.20331,10.01238,9.334715,User_10,2,2,1,1
FocusIn,-0.9410259,-0.1860124,-0.2826025,-13.20212,10.01241,9.336911,User_10,2,2,1,1
FocusIn,-0.9317316,-0.09504629,-0.3504531,-13.19265,10.00329,9.408373,User_10,2,2,1,1
FocusIn,-0.9318834,-0.0947893,-0.3501189,-13.19258,10.00323,9.408366,User_10,2,2,1,1
FocusIn,-0.8925359,-0.2421602,-0.3804063,-13.21003,9.99865,9.403699,User_10,2,2,1,1
FocusIn,-0.8969103,-0.2599834,-0.3576928,-13.20714,10.00039,9.394904,User_10,2,2,1,1
FocusIn,-0.9180861,-0.0973733,-0.384197,-13.20351,10.00095,9.407103,User_10,2,2,1,1
FocusIn,-0.9192223,-0.1558479,-0.3615628,-13.20042,10.00328,9.377934,User_10,2,2,1,1
FocusIn,-0.9276564,-0.1490812,-0.342369,-13.19882,10.00383,9.374892,User_10,2,2,1,1
FocusIn,-0.92247,-0.094792,-0.37422,-13.20148,10.00118,9.400619,User_10,2,2,1,1
FocusIn,-0.9276144,-0.2124772,-0.3072163,-13.19648,10.00682,9.346371,User_10,2,2,1,1
FocusIn,-0.930638,-0.2051641,-0.3029807,-13.19672,10.00668,9.346396,User_10,2,2,1,1
FocusIn,-0.9265965,-0.2131888,-0.3097818,-13.19688,10.00663,9.35153,User_10,2,2,1,1
FocusIn,-0.9268918,-0.2123867,-0.3094485,-13.19758,10.0066,9.351177,User_10,2,2,1,1
FocusIn,-0.9293885,-0.09307264,-0.3571548,-13.20065,9.999946,9.410445,User_10,2,2,1,1
FocusIn,-0.9152265,-0.1651761,-0.367508,-13.20815,9.999164,9.408303,User_10,2,2,1,1
FocusIn,-0.9486943,-0.08540967,-0.3044134,-13.19949,10.00607,9.361789,User_10,2,2,1,1
FocusIn,-0.9541644,-0.07930822,-0.2885534,-13.19745,10.00797,9.346686,User_10,2,2,1,1
FocusIn,-0.9086556,-0.2793621,-0.3102835,-13.19167,10.00513,9.343226,User_10,2,2,1,1
FocusIn,-0.9439479,-0.1176375,-0.3083782,-13.19733,10.01328,9.346335,User_10,2,2,1,1
FocusIn,-0.9440119,-0.1172744,-0.3083208,-13.19734,10.01326,9.34637,User_10,2,2,1,1
FocusIn,-0.9573118,0.05980218,-0.2827668,-13.18815,10.01833,9.354531,User_10,2,2,1,1
FocusIn,-0.9574559,0.05950995,-0.28234,-13.18818,10.01828,9.354572,User_10,2,2,1,1
FocusIn,-0.817853,-0.4771072,-0.3216517,-13.2043,10.01686,9.35173,User_10,2,2,1,1
FocusIn,-0.9429944,-0.1422185,-0.3008533,-13.19666,10.01568,9.353537,User_10,2,2,1,1
FocusIn,-0.8904241,-0.1961041,-0.4106964,-13.20358,10.01129,9.358555,User_10,2,2,1,1
