focus,eye_ori_x,eye_ori_y,eye_ori_z,head_x,head_y,head_z,exp_id,gender,age,game_exp,vr_exp
FocusIn,-0.843371,0.137647,-0.5193867,-12.48981,9.826098,8.289445,User_12,1,2,3,2
FocusIn,-0.8620926,0.1145222,-0.493625,-12.50047,9.825012,8.315546,User_12,1,2,3,2
FocusIn,-0.7991464,0.1478274,-0.5826578,-12.4902,9.82721,8.294005,User_12,1,2,3,2
FocusIn,-0.7827127,0.1336833,-0.6078484,-12.49535,9.828132,8.323649,User_12,1,2,3,2
FocusIn,-0.5684311,0.1261647,-0.812987,-12.50605,9.831791,8.339334,User_12,1,2,3,2
FocusIn,-0.1972799,0.1988025,-0.9599752,-12.48785,9.833386,8.321127,User_12,1,2,3,2
FocusIn,-0.08531254,0.2095298,-0.9740526,-12.48754,9.833449,8.32072,User_12,1,2,3,2
FocusIn,-0.1739977,0.1578265,-0.972007,-12.50761,9.833695,8.340126,User_12,1,2,3,2
FocusIn,-0.1812419,0.1522086,-0.9715853,-12.50768,9.833797,8.339656,User_12,1,2,3,2
FocusIn,-0.1916424,0.1565174,-0.9689017,-12.50709,9.833844,8.338431,User_12,1,2,3,2
FocusIn,-0.1877672,0.1663535,-0.9680054,-12.50591,9.833826,8.336678,User_12,1,2,3,2
FocusIn,-0.1520355,0.1883499,-0.970248,-12.49243,9.833831,8.324167,User_12,1,2,3,2
FocusIn,-0.1819936,0.1657437,-0.969211,-12.49734,9.834003,8.328191,User_12,1,2,3,2
FocusIn,-0.02876998,0.2310554,-0.9724964,-12.49628,9.834819,8.327608,User_12,1,2,3,2
FocusIn,-0.04010127,0.2234042,-0.9738965,-12.50198,9.834686,8.329989,User_12,1,2,3,2
FocusIn,-0.0192954,0.2432812,-0.9697439,-12.48395,9.835092,8.321656,User_12,1,2,3,2
FocusIn,-0.02379851,0.2351792,-0.9716505,-12.49704,9.834627,8.326234,User_12,1,2,3,2
FocusIn,-0.01647228,0.2524434,-0.967456,-12.49061,9.834684,8.323465,User_12,1,2,3,2
FocusIn,0.01728288,0.2711058,-0.9623853,-12.46572,9.835277,8.315514,User_12,1,2,3,2
FocusIn,-0.01560677,0.2531524,-0.967282,-12.48306,9.834816,8.321404,User_12,1,2,3,2
FocusIn,0.1055777,0.2702859,-0.9569634,-12.45431,9.835503,8.31982,User_12,1,2,3,2
FocusIn,0.1062888,0.2703857,-0.9568564,-12.45421,9.835505,8.31988,User_12,1,2,3,2
FocusIn,0.05029805,0.3430487,-0.9379621,-12.47956,9.837194,8.33172,User_12,1,2,3,2
FocusIn,0.07013828,0.3845433,-0.9204257,-12.4791,9.836932,8.329694,User_12,1,2,3,2
FocusIn,0.07111374,0.3849658,-0.9201742,-12.479,9.836977,8.329811,User_12,1,2,3,2
FocusIn,0.1045138,0.4204012,-0.9012872,-12.44963,9.83949,8.322323,User_12,1,2,3,2
FocusIn,0.08728777,0.4028572,-0.9110794,-12.47198,9.839358,8.325848,User_12,1,2,3,2
FocusIn,0.1084277,0.4116692,-0.9048445,-12.44789,9.840686,8.325111,User_12,1,2,3,2
FocusIn,0.1089392,0.4121717,-0.9045542,-12.44785,9.840731,8.325225,User_12,1,2,3,2
FocusIn,0.1083201,0.4899124,-0.8650028,-12.43363,9.843424,8.327863,User_12,1,2,3,2
FocusIn,0.09020392,0.5295241,-0.8434728,-12.45295,9.843355,8.329375,User_12,1,2,3,2
FocusIn,0.09055638,0.5300948,-0.8430765,-12.45283,9.843405,8.329515,User_12,1,2,3,2
FocusIn,0.08290189,0.5766342,-0.8127669,-12.45276,9.84573,8.332643,User_12,1,2,3,2
FocusIn,0.0879458,0.5835461,-0.8072819,-12.44392,9.846647,8.33312,User_12,1,2,3,2
FocusIn,0.07333679,0.5715482,-0.817267,-12.46757,9.847028,8.335629,User_12,1,2,3,2
FocusIn,0.07258866,0.5703395,-0.8181889,-12.46578,9.847762,8.336404,User_12,1,2,3,2
FocusIn,0.06534351,0.5625948,-0.8241404,-12.47247,9.848324,8.337583,User_12,1,2,3,2
FocusIn,0.0644352,0.6588233,-0.7495137,-12.45015,9.850084,8.336958,User_12,1,2,3,2
FocusIn,0.06454691,0.6596031,-0.748818,-12.45009,9.850234,8.336979,User_12,1,2,3,2
FocusIn,0.002229486,0.8622044,-0.5065213,-12.44311,9.86569,8.352818,User_12,1,2,3,2
FocusIn,0.04658316,0.8776252,-0.4770457,-12.41762,9.867552,8.354498,User_12,1,2,3,2
FocusIn,0.03409865,0.8766111,-0.4799635,-12.43483,9.868212,8.352048,User_12,1,2,3,2
FocusIn,0.03434635,0.8784518,-0.4765683,-12.43471,9.868429,8.35235,User_12,1,2,3,2
FocusIn,0.05269323,0.8937733,-0.4454038,-12.42566,9.869333,8.352379,User_12,1,2,3,2
FocusIn,0.05277824,0.8946016,-0.4437279,-12.42561,9.869437,8.352522,User_12,1,2,3,2
FocusIn,0.04158573,0.8940499,-0.4460238,-12.43237,9.870321,8.354114,User_12,1,2,3,2
FocusIn,0.06050447,0.8892456,-0.4533662,-12.42028,9.871078,8.354698,User_12,1,2,3,2
FocusIn,0.06045334,0.8898709,-0.4521444,-12.41968,9.871161,8.355123,User_12,1,2,3,2
FocusIn,0.04516467,0.9317397,-0.3602727,-12.41488,9.872112,8.354101,User_12,1,2,3,2
FocusIn,0.02109347,0.9136862,-0.4058555,-12.44524,9.873302,8.356915,User_12,1,2,3,2
FocusIn,0.1135729,0.8760306,-0.4686751,-12.4583,9.875208,8.367739,User_12,1,2,3,2
FocusIn,0.1516094,0.8715284,-0.4663125,-12.46636,9.875163,8.369433,User_12,1,2,3,2
FocusIn,0.1750194,0.8777698,-0.4459249,-12.43354,9.874843,8.377382,User_12,1,2,3,2
FocusIn,0.1715524,0.8806229,-0.4416407,-12.43175,9.874694,8.380449,User_12,1,2,3,2
FocusIn,0.1664152,0.8705677,-0.4630224,-12.4368,9.874637,8.381655,User_12,1,2,3,2
FocusIn,0.469301,0.4169817,-0.7783747,-12.42944,9.869298,8.391602,User_12,1,2,3,2
FocusIn,0.520278,0.3025431,-0.7985998,-12.42887,9.868381,8.391464,User_12,1,2,3,2
FocusIn,0.5212364,0.3015907,-0.798335,-12.4288,9.868332,8.391551,User_12,1,2,3,2
FocusIn,0.4889584,0.2525297,-0.8349391,-12.45725,9.867515,8.391724,User_12,1,2,3,2
FocusIn,0.5831895,0.8121457,-0.01657042,-12.38714,9.858921,8.362635,User_12,1,2,3,2
FocusIn,0.6495387,0.1263154,-0.7497547,-12.37456,9.836431,8.392983,User_12,1,2,3,2
FocusIn,0.2406396,-0.04624663,-0.9694933,-12.38443,9.83647,8.377524,User_12,1,2,3,2
FocusIn,0.1210371,-0.003733673,-0.9926358,-12.38344,9.835462,8.370911,User_12,1,2,3,2
FocusIn,0.08922773,0.1313549,-0.9873065,-12.40265,9.837024,8.351717,User_12,1,2,3,2
FocusIn,0.1197451,0.1070431,-0.9869967,-12.40359,9.837075,8.351125,User_12,1,2,3,2
FocusIn,0.03666025,0.1110484,-0.9931326,-12.44623,9.835868,8.314387,User_12,1,2,3,2
FocusIn,0.05022861,0.1645313,-0.9850718,-12.41048,9.835688,8.33945,User_12,1,2,3,2
FocusIn,0.04536496,0.1670324,-0.9849003,-12.41551,9.83518,8.335058,User_12,1,2,3,2
FocusIn,0.06394588,0.1396281,-0.9881284,-12.43335,9.834936,8.323606,User_12,1,2,3,2
FocusIn,0.6179889,0.0675842,-0.7832577,-12.46821,9.834697,8.292642,User_12,1,2,3,2
FocusIn,0.8183591,0.1247388,-0.5609874,-12.3963,9.825664,8.341473,User_12,1,2,3,2
FocusIn,0.1768174,0.05950452,0.9824384,-12.42159,9.825956,8.372801,User_12,1,2,3,2
FocusIn,0.03565187,0.07429712,0.9965832,-12.42493,9.826187,8.37633,User_12,1,2,3,2
FocusIn,0.1035444,0.04037755,0.993788,-12.42299,9.828604,8.381176,User_12,1,2,3,2
FocusIn,0.07284556,0.05912802,0.9955784,-12.43061,9.828636,8.39119,User_12,1,2,3,2
FocusIn,0.09963095,0.05695691,0.9933909,-12.42836,9.829019,8.392288,User_12,1,2,3,2
FocusIn,0.1052971,0.04509154,0.9934052,-12.43008,9.829455,8.395967,User_12,1,2,3,2
FocusIn,0.08536624,0.0583301,0.9946367,-12.43479,9.829216,8.403632,User_12,1,2,3,2
FocusIn,0.1210643,0.004622063,0.9926212,-12.436,9.829779,8.416337,User_12,1,2,3,2
FocusIn,-0.1572293,0.0873144,0.9836861,-12.43024,9.829461,8.424944,User_12,1,2,3,2
FocusIn,-0.1522555,0.1211387,0.9808847,-12.43169,9.829145,8.431375,User_12,1,2,3,2
FocusIn,-0.153963,0.1209663,0.9806393,-12.43174,9.82914,8.431614,User_12,1,2,3,2
FocusIn,-0.1758471,0.1241008,0.9765539,-12.43271,9.828793,8.435646,User_12,1,2,3,2
FocusIn,-0.1773674,0.1240309,0.9762878,-12.43275,9.828793,8.435847,User_12,1,2,3,2
FocusIn,-0.1818741,0.1361063,0.9738559,-12.43291,9.828883,8.438518,User_12,1,2,3,2
FocusIn,-0.1625699,0.1294541,0.978164,-12.43279,9.829223,8.441649,User_12,1,2,3,2
FocusIn,-0.1798146,0.1423597,0.9733421,-12.43377,9.830504,8.451811,User_12,1,2,3,2
FocusIn,-0.138625,0.2210144,0.9653567,-12.44771,9.832281,8.461556,User_12,1,2,3,2
FocusIn,-0.1264918,0.2003047,0.9715201,-12.43605,9.832394,8.459037,User_12,1,2,3,2
FocusIn,-0.1356833,0.2094621,0.9683474,-12.43396,9.832367,8.459006,User_12,1,2,3,2
FocusIn,-0.1542841,0.2192135,0.9633877,-12.43086,9.832891,8.459309,User_12,1,2,3,2
FocusIn,-0.1180478,0.1985006,0.9729537,-12.43066,9.833716,8.457065,User_12,1,2,3,2
FocusIn,-0.1529472,0.2284676,0.961448,-12.44935,9.832629,8.459863,User_12,1,2,3,2
FocusIn,-0.1605062,0.2354367,0.9585417,-12.43832,9.8331,8.460244,User_12,1,2,3,2
FocusIn,-0.3615704,0.1268059,0.9236618,-12.42029,9.835007,8.456934,User_12,1,2,3,2
FocusIn,-0.363795,0.1263747,0.922847,-12.42026,9.835015,8.456992,User_12,1,2,3,2
FocusIn,-0.4700955,0.1500538,0.8697522,-12.44955,9.832977,8.457376,User_12,1,2,3,2
FocusIn,-0.707352,0.07189196,0.7031828,-12.44188,9.833168,8.467505,User_12,1,2,3,2
FocusIn,-0.6950127,0.06810507,0.7157509,-12.44552,9.832364,8.474656,User_12,1,2,3,2
FocusIn,-0.6858347,0.061463,0.7251491,-12.45634,9.831881,8.475776,User_12,1,2,3,2
FocusIn,-0.7008864,0.07593174,0.7091961,-12.47502,9.83137,8.472835,User_12,1,2,3,2
FocusIn,-0.6780215,0.05297258,0.7331246,-12.46307,9.832211,8.480884,User_12,1,2,3,2
FocusIn,-0.9022804,0.1060786,0.4178861,-12.50832,9.826523,8.474723,User_12,1,2,3,2
FocusIn,-0.9923508,0.07196939,-0.1001602,-12.52567,9.827644,8.492191,User_12,1,2,3,2
FocusIn,-0.9884914,0.09161224,-0.1203377,-12.52958,9.827967,8.491683,User_12,1,2,3,2
FocusIn,-0.955211,0.08231729,-0.2841986,-12.53821,9.830959,8.480929,User_12,1,2,3,2
FocusIn,-0.9354113,0.03346664,-0.351935,-12.53764,9.83187,8.482162,User_12,1,2,3,2
FocusIn,-0.9409117,0.03269276,-0.3370374,-12.5373,9.832479,8.480953,User_12,1,2,3,2
FocusIn,-0.9381906,0.03010442,-0.3447684,-12.53638,9.833534,8.474513,User_12,1,2,3,2
FocusIn,-0.6697873,0.02393444,-0.7421653,-12.49631,9.827592,8.439712,User_12,1,2,3,2
FocusIn,-0.6667336,0.03738136,-0.7443564,-12.49493,9.82742,8.441494,User_12,1,2,3,2
FocusIn,-0.6623176,0.04637954,-0.7477848,-12.49173,9.826794,8.436425,User_12,1,2,3,2
