focus,eye_ori_x,eye_ori_y,eye_ori_z,head_x,head_y,head_z,exp_id,gender,age,game_exp,vr_exp
FocusIn,0.06268911,-0.527858,0.8470042,-13.41797,9.746357,8.651082,User_2,1,2,4,1
FocusIn,0.04670275,-0.5144286,0.8562437,-13.42079,9.745086,8.65325,User_2,1,2,4,1
FocusIn,-0.3036437,-0.1570325,0.9397482,-13.55805,9.743537,8.676201,User_2,1,2,4,1
FocusIn,-0.2591354,0.07543293,0.962884,-13.54359,9.76172,8.698601,User_2,1,2,4,1
FocusIn,-0.0157394,0.01453684,0.9997676,-13.58759,9.773983,8.796804,User_2,1,2,4,1
FocusIn,0.0344795,-0.02334611,0.9991264,-13.56122,9.778295,8.866464,User_2,1,2,4,1
FocusIn,0.2733726,-0.2932712,0.9161021,-13.56428,9.770701,8.901567,User_2,1,2,4,1
FocusIn,0.2884037,-0.2868132,0.9135398,-13.57456,9.764079,8.906056,User_2,1,2,4,1
FocusIn,0.2534668,-0.2793493,0.9261199,-13.52523,9.759377,8.918082,User_2,1,2,4,1
FocusIn,0.04063183,-0.4682795,0.8826283,-13.51494,9.747094,8.941051,User_2,1,2,4,1
FocusIn,-0.1028208,-0.5591386,0.8226534,-13.54912,9.741192,8.946245,User_2,1,2,4,1
FocusIn,-0.1038862,-0.5602384,0.8217709,-13.54933,9.740957,8.946608,User_2,1,2,4,1
FocusIn,-0.2083493,-0.6170847,0.7588005,-13.55319,9.736401,8.953486,User_2,1,2,4,1
FocusIn,-0.2299851,-0.6050955,0.7622043,-13.55047,9.730905,8.969259,User_2,1,2,4,1
FocusIn,-0.215554,-0.6119695,0.760937,-13.56188,9.728559,8.981425,User_2,1,2,4,1
FocusIn,-0.3442784,-0.5781659,0.7397174,-13.57546,9.727766,8.992716,User_2,1,2,4,1
FocusIn,-0.5138752,-0.4612698,0.7232956,-13.60906,9.728404,8.988139,User_2,1,2,4,1
FocusIn,-0.6954059,-0.3655158,0.6187046,-13.62201,9.730289,8.992752,User_2,1,2,4,1
FocusIn,-0.6905934,-0.379411,0.6157291,-13.63409,9.729465,9.011436,User_2,1,2,4,1
FocusIn,-0.6641799,-0.3849565,0.6408224,-13.69286,9.745868,9.013118,User_2,1,2,4,1
FocusIn,-0.7116975,-0.204616,0.6720021,-13.73228,9.755174,9.019698,User_2,1,2,4,1
FocusIn,-0.7192774,-0.01160413,0.694609,-13.75635,9.757169,9.00596,User_2,1,2,4,1
FocusIn,-0.7197038,-0.009238112,0.6942161,-13.73986,9.760762,9.031887,User_2,1,2,4,1
FocusIn,-0.7205554,-0.006155335,0.6933663,-13.74038,9.760997,9.032137,User_2,1,2,4,1
FocusIn,-0.6666868,0.2362649,0.7068886,-13.77762,9.769433,9.018934,User_2,1,2,4,1
FocusIn,-0.6091655,0.3260264,0.7229032,-13.77939,9.771102,9.021252,User_2,1,2,4,1
FocusIn,-0.5961074,0.3166616,0.737812,-13.80589,9.772946,9.003159,User_2,1,2,4,1
FocusIn,-0.2535746,0.3759394,0.8912604,-13.78552,9.785072,9.026525,User_2,1,2,4,1
FocusIn,0.02540752,0.3578964,0.9334012,-13.78256,9.786191,9.028601,User_2,1,2,4,1
FocusIn,0.1081846,0.2850167,0.9523841,-13.76838,9.787109,9.042193,User_2,1,2,4,1
FocusIn,0.09415013,0.2831506,0.9544321,-13.75592,9.787523,9.044746,User_2,1,2,4,1
